crf,preset,res,bitrate,vmaf,time
45,9,720,1050,88.035096,87.531
45,10,480,619,89.956596,77.318
45,10,720,1039,87.583198,84.146
48,4,480,524,91.827432,236.603
48,4,720,1117,91.239346,335.431
48,5,480,527,91.757185,148.141
48,5,720,1127,91.132875,231.963
48,6,480,466,91.015954,111.636
48,6,720,1003,90.340710,183.265
48,7,480,473,90.595331,98.177
48,7,720,1025,89.756887,140.525
46,10,480,575,89.542928,114.900
46,9,720,973,87.555196,116.016
46,9,480,574,89.707855,98.882
46,8,720,1332,90.153307,125.219
46,8,480,629,91.263361,108.262
46,7,720,1165,90.355023,154.784
46,7,480,535,91.194168,116.416
46,6,720,1137,90.922325,191.068
46,6,480,526,91.576769,135.550
46,5,720,1262,91.620410,261.044
48,8,480,552,90.626336,94.549
48,8,720,1178,89.505258,109.542
48,9,480,493,88.902109,84.633
48,9,720,822,86.473639,100.140
48,10,480,493,88.735941,73.210
48,10,720,813,85.966246,85.890
49,4,480,491,91.551397,232.227
49,4,720,1046,90.943603,344.859
49,5,480,496,91.492586,142.339
49,5,720,1058,90.849065,229.309
49,6,480,437,90.705191,105.689
49,6,720,940,90.028246,155.385
49,7,480,443,90.280634,84.589
49,7,720,958,89.405991,118.716
49,8,480,518,90.293959,76.482
49,8,720,1099,89.150440,97.245
49,9,480,455,88.457591,70.988
49,9,720,756,85.879498,82.137
49,10,480,456,88.296392,68.687
49,10,720,747,85.390188,78.225
47,10,720,888,86.564329,92.163
47,10,480,535,89.177941,83.825
47,9,720,896,87.052644,94.191
47,9,480,532,89.331505,84.912
47,8,720,1255,89.842665,110.761
47,8,480,589,90.954544,91.461
47,7,720,1096,90.082711,131.527
47,7,480,504,90.902132,97.849
47,6,720,1071,90.652068,163.031
47,6,480,496,91.308890,112.139
47,5,720,1198,91.400616,224.191
47,5,480,560,92.022964,144.979
47,4,720,1190,91.512066,316.185
47,4,480,558,92.090039,204.495
46,10,720,959,87.060492,84.823
